UNITID,OPEID6,INSTNM,CONTROL,CITY,STATE,ZIP,LATITUDE,LONGITUDE,CIPDESC,CREDLEV,CREDDESC,EARN_NE_MDN_3YR,IPEDSCOUNT2
388520,34224,College of Biblical Studies-Houston,"Private, nonprofit",Houston,Texas ,77036-3211,29.716676,-95.506559,Religious Education,3,Bachelor’s Degree,25538,
388520,34224,College of Biblical Studies-Houston,"Private, nonprofit",Houston,Texas ,77036-3211,29.716676,-95.506559,Theological and Ministerial Studies,3,Bachelor’s Degree,21903,
