UNITID,OPEID6,INSTNM,CONTROL,CITY,STATE,ZIP,LATITUDE,LONGITUDE,CIPDESC,CREDLEV,CREDDESC,EARN_NE_MDN_3YR,IPEDSCOUNT2
225201,10509,Hallmark University,"Private, nonprofit",San Antonio,Texas ,78230-1736,29.538442,-98.568618,Computer/Information Technology Administration and Management,3,Bachelor’s Degree,51119,62.0
225201,10509,Hallmark University,"Private, nonprofit",San Antonio,Texas ,78230-1736,29.538442,-98.568618,"Business Administration, Management and Operations",3,Bachelor’s Degree,36715,38.0
