UNITID,OPEID6,INSTNM,CONTROL,CITY,STATE,ZIP,LATITUDE,LONGITUDE,CIPDESC,CREDLEV,CREDDESC,EARN_NE_MDN_3YR,IPEDSCOUNT2
458982,21171,The Art Institute of San Antonio,"Private, for-profit",San Antonio,Texas ,78230,29.532925,-98.56556,Culinary Arts and Related Services,3,Bachelor’s Degree,32275,27.0
458982,21171,The Art Institute of San Antonio,"Private, for-profit",San Antonio,Texas ,78230,29.532925,-98.56556,Computer Software and Media Applications,3,Bachelor’s Degree,31524,18.0
458982,21171,The Art Institute of San Antonio,"Private, for-profit",San Antonio,Texas ,78230,29.532925,-98.56556,Design and Applied Arts,3,Bachelor’s Degree,30040,45.0
458982,21171,The Art Institute of San Antonio,"Private, for-profit",San Antonio,Texas ,78230,29.532925,-98.56556,"Specialized Sales, Merchandising and  Marketing Operations",3,Bachelor’s Degree,28878,4.0
458982,21171,The Art Institute of San Antonio,"Private, for-profit",San Antonio,Texas ,78230,29.532925,-98.56556,Film/Video and Photographic Arts,3,Bachelor’s Degree,28146,10.0
